2019-07-26 16:26:41,581 [myid:] - INFO  [main:QuorumPeerConfig@133] - Reading configuration from: D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\conf\zoo.cfg
2019-07-26 16:26:41,583 [myid:] - WARN  [main:VerifyingFileFactory@59] - ..\dataDir is relative. Prepend .\ to indicate that you're sure!
2019-07-26 16:26:41,584 [myid:] - INFO  [main:QuorumPeerConfig@385] - clientPortAddress is 0.0.0.0/0.0.0.0:2181
2019-07-26 16:26:41,584 [myid:] - INFO  [main:QuorumPeerConfig@389] - secureClientPort is not set
2019-07-26 16:26:41,585 [myid:] - INFO  [main:DatadirCleanupManager@78] - autopurge.snapRetainCount set to 3
2019-07-26 16:26:41,585 [myid:] - INFO  [main:DatadirCleanupManager@79] - autopurge.purgeInterval set to 0
2019-07-26 16:26:41,587 [myid:] - INFO  [main:DatadirCleanupManager@101] - Purge task is not scheduled.
2019-07-26 16:26:41,587 [myid:] - WARN  [main:QuorumPeerMain@125] - Either no config or no quorum defined in config, running  in standalone mode
2019-07-26 16:26:41,588 [myid:] - INFO  [main:ManagedUtil@46] - Log4j found with jmx enabled.
2019-07-26 16:26:41,594 [myid:] - INFO  [main:QuorumPeerConfig@133] - Reading configuration from: D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\conf\zoo.cfg
2019-07-26 16:26:41,594 [myid:] - WARN  [main:VerifyingFileFactory@59] - ..\dataDir is relative. Prepend .\ to indicate that you're sure!
2019-07-26 16:26:41,594 [myid:] - INFO  [main:QuorumPeerConfig@385] - clientPortAddress is 0.0.0.0/0.0.0.0:2181
2019-07-26 16:26:41,594 [myid:] - INFO  [main:QuorumPeerConfig@389] - secureClientPort is not set
2019-07-26 16:26:41,594 [myid:] - INFO  [main:ZooKeeperServerMain@117] - Starting server
2019-07-26 16:26:41,603 [myid:] - INFO  [main:Environment@109] - Server environment:zookeeper.version=3.5.5-390fe37ea45dee01bf87dc1c042b5e3dcce88653, built on 05/03/2019 12:07 GMT
2019-07-26 16:26:41,603 [myid:] - INFO  [main:Environment@109] - Server environment:host.name=qq
2019-07-26 16:26:41,604 [myid:] - INFO  [main:Environment@109] - Server environment:java.version=12
2019-07-26 16:26:41,604 [myid:] - INFO  [main:Environment@109] - Server environment:java.vendor=Oracle Corporation
2019-07-26 16:26:41,604 [myid:] - INFO  [main:Environment@109] - Server environment:java.home=C:\Program Files\Java\jdk-12
2019-07-26 16:26:41,604 [myid:] - INFO  [main:Environment@109] - Server environment:java.class.path=D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\zookeeper-server\target\classes;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\build\classes;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\zookeeper-server\target\lib\*.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\build\lib\*.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\zookeeper-jute-3.5.5.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\zookeeper-3.5.5.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\slf4j-log4j12-1.7.25.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\slf4j-api-1.7.25.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\netty-all-4.1.29.Final.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\log4j-1.2.17.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\json-simple-1.1.1.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\jline-2.11.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\jetty-util-9.4.17.v20190418.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\jetty-servlet-9.4.17.v20190418.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\jetty-server-9.4.17.v20190418.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\jetty-security-9.4.17.v20190418.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\jetty-io-9.4.17.v20190418.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\jetty-http-9.4.17.v20190418.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\javax.servlet-api-3.1.0.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\jackson-databind-2.9.8.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\jackson-core-2.9.8.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\jackson-annotations-2.9.0.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\commons-cli-1.2.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\lib\audience-annotations-0.5.0.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\zookeeper-*.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\zookeeper-server\src\main\resources\lib\*.jar;D:\work4\dubbo-demo\zookeeper\apache-zookeeper-3.5.5-bin\conf;.
